name,location,price,area,bhk
Eden Pavilion,"3 BHK Flat in EM Bypass, Kolkata East",₹70 Lac,"1,172 sqft",3 BHK
"Devaloke Sonar City
3.7","3 BHK Flat in Kamalgazi, Southern Bypass",₹65 Lac,"1,075 sqft",3 BHK
Mainak Garden,"3 BHK Flat in Garia, Kolkata",₹67 Lac,"1,300 sqft",3 BHK
"Shrachi Greenwood Elements
3.9","2 BHK Flat in New Town, Kolkata",₹75 Lac,"1,355 sqft",2 BHK
Sarovaar,"3 BHK Flat in Action Area 3, Kolkata",₹59.05 Lac,"1,125 sqft",3 BHK
Ujjwala Luxary Apartments,"2 BHK Flat in New Town Action Area 2D, Kolkata",₹87 Lac,"1,319 sqft",2 BHK
NEWTOWN CO-OPERATIVE,"2 BHK Flat in BA Block newtown, Action Area 1",₹65 Lac,900 sqft,2 BHK
Avidipta Housing Complex,"2 BHK Flat in Mukundapur, Kolkata",₹55 Lac,700 sqft,2 BHK
M N Kumar,"2 BHK Flat in Jhulantala, Bara Nagar",₹28 Lac,800 sqft,2 BHK
"DLF New Town Heights
3.8","3 BHK Flat in New Town, Kolkata",₹1.1 Cr,"1,522 sqft",3 BHK
"DLF New Town Heights
3.8","2 BHK Flat in New Town, Kolkata",₹85 Lac,"1,257 sqft",2 BHK
"DLF New Town Heights
3.8","2 BHK Flat in New Town, Kolkata",₹84 Lac,"1,260 sqft",2 BHK
"Mani Ratnam
3.8","3 BHK Flat in Rajarhat, Kolkata",₹85 Lac,"1,550 sqft",3 BHK
"Shrachi Greenwood Elements
3.9","2 BHK Flat in New Town, Kolkata",₹90 Lac,"1,334 sqft",2 BHK
Nandana Apartment,"3 BHK Flat in RB Avenue, Kolkata",₹2.7 Cr,"1,393 sqft",3 BHK
"PS Amistad
3.8","3 BHK Flat in New Town, Kolkata",₹1.55 Cr,"1,409 sqft",3 BHK
"Ambuja Neotia Ecospace Residencia
3.8","3 BHK Flat in Action Area 2, Kolkata",₹1.65 Cr,"1,457 sqft",3 BHK
"Rajwada Altitude
3.6","3 BHK Flat in EM Bypass, Kolkata South",₹1.09 Cr,"1,455 sqft",3 BHK
The Banyan Tree Sunland Residency,"2 BHK Flat in Rajarhat, Kolkata",₹60 Lac,"1,025 sqft",2 BHK
Mayfair Greens,"3 BHK Flat in Narendrapur, Kolkata",₹58 Lac,"1,390 sqft",3 BHK
"Merlin 5th Avenue
3.9","2 BHK Flat in Salt Lake, Kolkata",₹1.19 Cr,"1,100 sqft",2 BHK
"Sajua, Kolkata, Kolkata South","3 Bedroom House in Sajua, Kolkata",₹1.7 Cr,"6,805 sqft",3 BHK
Vista Uttarpara,"2 BHK Flat in Bhadrakali, Uttarpara",₹26.5 Lac,865 sqft,2 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.25 Cr,"1,768 sqft",3 BHK
"Bhasa, South 24 Parganas","2 Bedroom Farm house in Bhasa, South 24 Parganas",₹99 Lac,"8,166 sqft",2 BHK
"Aspire, Uttarpara","2 BHK Flat in Bhadrakali, Uttarpara",₹19.44 Lac,720 sqft,2 BHK
"Shivam Aspire, Uttarpara","2 BHK Flat in Bhadrakali, Uttarpara",₹18.39 Lac,681 sqft,2 BHK
"Shivam Vista, Uttarpara","3 BHK Flat in Bhadrakali, Uttarpara",₹33 Lac,"1,100 sqft",3 BHK
Shivam Residency,"2 BHK Flat in Bhadrakali, Uttarpara",₹16.5 Lac,666 sqft,2 BHK
"The Soul
3.8","2 BHK Flat in Rajarhat, Kolkata",₹85 Lac,"1,087 sqft",2 BHK
Deshapriya Park,"1 BHK Flat in Lake Terrace, Ballygunge",₹59 Lac,550 sqft,1 BHK
SWADHIKAR APARTMENT,"2 BHK Flat in Panchanan Tola, Thakurpukur",₹20 Lac,700 sqft,2 BHK
Cooperative society,"3 BHK Flat in DA Block Newtown, New Town",₹1.02 Cr,"1,400 sqft",3 BHK
Residential flat Airport,"3 BHK Flat in Airport 2 No. Gate, North Dumdum",₹35 Lac,"1,001 sqft",3 BHK
"Shrachi Rosedale Garden
3.7","3 BHK Flat in New Town, Kolkata",₹2.05 Cr,"2,231 sqft",3 BHK
co operative,"3 BHK Flat in New Town, Kolkata",₹82 Lac,"1,250 sqft",3 BHK
on request,"2 BHK Flat in New Town, Kolkata",₹62 Lac,"1,100 sqft",2 BHK
on request,"3 BHK Flat in New Town, Kolkata",₹86 Lac,"1,250 sqft",3 BHK
SGIL Gardenia,"3 BHK Flat in Narendrapur, Kolkata",₹48 Lac,"1,153 sqft",3 BHK
Mini Complex,"2 BHK Flat in Nayabad, Kolkata",₹38.72 Lac,968 sqft,2 BHK
"Siddha Happyville
4.2","3 BHK Flat in Rajarhat, Kolkata",₹1.02 Cr,"1,400 sqft",3 BHK
On Request,"3 BHK Flat in Nayabad, Kolkata",₹55.78 Lac,"1,328 sqft",3 BHK
On Request,"2 BHK Flat in New Garia, Kolkata",₹34.2 Lac,760 sqft,2 BHK
Mini Complex,"3 BHK Flat in New Garia, Kolkata",₹46.48 Lac,"1,162 sqft",3 BHK
Mini Complex,"2 BHK Flat in New Garia, Kolkata",₹33.12 Lac,828 sqft,2 BHK
Fort Royal,"4 BHK Flat in Badam Talla, Tollygunge",₹3.95 Cr,"3,200 sqft",4 BHK
On Request,"2 BHK Flat in Nayabad, Kolkata",₹26.5 Lac,800 sqft,2 BHK
On Request,"3 BHK Flat in New Garia, Kolkata",₹52 Lac,"1,276 sqft",3 BHK
On Request,"3 BHK Flat in New Garia, Kolkata",₹45.74 Lac,"1,089 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in New Garia, Kolkata",₹28 Lac,690 sqft,2 BHK
On Request,"2 BHK Flat in New Garia, Kolkata",₹30 Lac,700 sqft,2 BHK
On Request,"3 BHK Flat in New Garia, Kolkata",₹67.86 Lac,"1,305 sqft",3 BHK
on Request,"2 BHK Flat in Madurdaha, EM Bypass",₹30 Lac,800 sqft,2 BHK
on request,"3 BHK Flat in Purbalok, EM Bypass",₹70 Lac,"1,357 sqft",3 BHK
Neelkanth,"2 BHK Flat in Madan Mohan Malaviya Sarani, Kolkata South",₹1.2 Cr,998 sqft,2 BHK
sonar tori view,"2 BHK Flat in New Barrakpur, Kolkata",₹19.44 Lac,720 sqft,2 BHK
Baghajatin E Block,"2 BHK Independent Builder Floor in Ajanta Park, Bagha Jatin, Kolkata",₹29 Lac,730 sqft,2 BHK
dreamhome bhagirathi apartment,"3 BHK Flat in Pathanpur, Birati, Kolkata",₹38.3 Lac,"1,065 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹89 Lac,"1,226 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹89 Lac,"1,226 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.1 Cr,"1,460 sqft",3 BHK
"Tata Eden Court
3.9","3 BHK Flat in Action Area 2, Kolkata",₹1.35 Cr,"1,735 sqft",3 BHK
"Tata Eden Court
3.9","3 BHK Flat in Action Area 2, Kolkata",₹1.7 Cr,"1,950 sqft",3 BHK
"Tata Eden Court
3.9","3 BHK Flat in Action Area 2, Kolkata",₹1.38 Cr,"1,555 sqft",3 BHK
Sanjeeva Town Duplex,"3 BHK Flat in Action Area 1, Kolkata",₹1.57 Cr,"2,270 sqft",3 BHK
sana exotica,"2 BHK Flat in Pathanpur, Birati, Kolkata",₹18 Lac,565 sqft,2 BHK
Rajshwari Co. Op Society,"3 BHK Flat in Action Area 1, Kolkata",₹85 Lac,"1,250 sqft",3 BHK
Jain Dream One,"2 BHK Flat in New Town, Kolkata",₹81 Lac,"1,010 sqft",2 BHK
Prabha Aashiyana,"3 BHK Flat in Rajarhat, Kolkata",₹45 Lac,"1,140 sqft",3 BHK
Shailaja Apartment,"3 BHK Flat in Amarabati, Sodepur",₹38 Lac,"1,306 sqft",3 BHK
"Siddha Town
3.8","3 BHK Flat in Rajarhat, Kolkata",₹38 Lac,"1,005 sqft",3 BHK
"Eden City Maheshtala
3.9","2 BHK Flat in Maheshtala, Kolkata",₹30 Lac,771 sqft,2 BHK
residential villa,"5 Bedroom House in Garia Park, Kolkata",₹1.6 Cr,"2,159 sqft",5 BHK
"Siddha Town
3.8","2 BHK Flat in Rajarhat, Kolkata",₹35 Lac,825 sqft,2 BHK
"DLF New Town Heights
3.8","3 BHK Flat in Action Area 3, Kolkata",₹1.25 Cr,"1,845 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.55 Cr,"2,200 sqft",3 BHK
"Uniworld City
3.8","3 BHK Flat in New Town, Kolkata",₹1.55 Cr,"2,100 sqft",3 BHK
Subhasree apartment,"1 BHK Flat in New Barrakpur, Kolkata",₹14.09 Lac,522 sqft,1 BHK
subhasree apartment,"2 BHK Flat in New Barrakpur, Kolkata",₹22.91 Lac,881 sqft,2 BHK
residential apartment,"2 BHK Flat in Jodhpur Park, Kolkata",₹77 Lac,"1,050 sqft",2 BHK
GOUTAM's,"3 BHK Flat in New Town, Kolkata",₹93 Lac,"1,450 sqft",3 BHK
CA Bhaskar -2,"2 BHK Flat in Action Area 1, Kolkata",₹62 Lac,"1,050 sqft",2 BHK
Standalone Building,"3 BHK Flat in New Town, Kolkata",₹78 Lac,"1,250 sqft",3 BHK
Bulk Standalone Building,"3 BHK Flat in New Town, Kolkata",₹1.25 Cr,"1,500 sqft",3 BHK
Vedic Sanjeeva Orchard,"3 BHK Flat in New Town, Kolkata",₹1.15 Cr,"1,566 sqft",3 BHK
palm avenue,"4 BHK Flat in Action Area 1, Kolkata",₹1.7 Cr,"2,370 sqft",4 BHK
Apartment,"2 BHK Flat in Rajarhat, Kolkata",₹25.2 Lac,720 sqft,2 BHK
arman plaza,"3 BHK Flat in Rajarhat, Kolkata",₹40.25 Lac,"1,150 sqft",3 BHK
Builcon Ananda,"3 BHK Flat in Southern Avenue, Kolkata",₹1.8 Cr,"1,200 sqft",3 BHK
Residential Apartment,"3 BHK Flat in Ballygunge Place, Kolkata",₹1.45 Cr,"1,369 sqft",3 BHK
On Request,"2 BHK Independent Builder Floor in Action Area 2, Kolkata",₹60 Lac,"1,100 sqft",2 BHK
Aurobindo Apartment,"Studio Apartments / 1 RK Flats in Bansdroni, Kolkata",₹17 Lac,450 sqft,1 BHK
Singhi Park Apartment,"3 BHK Flat in Gariahat, Kolkata",₹2.6 Cr,"2,500 sqft",3 BHK
"PS ONE 10
4.2","2 BHK Flat in New Town, Kolkata",₹1.3 Cr,719 sqft,2 BHK
Residential Apartment,"2 BHK Flat in Southern Avenue, Kolkata",₹75 Lac,780 sqft,2 BHK
Shradhanjali Apartment,"1 BHK Flat in Babu Bagan, Southern Avenue",₹25 Lac,450 sqft,1 BHK
SD Rittika Residency,"3 BHK Flat in Rajarhat, Kolkata",₹38.5 Lac,"1,056 sqft",3 BHK
"Fortune Heights
4.0","4 BHK Flat in Barasat, Kolkata North",₹1.2 Cr,"1,500 sqft",4 BHK
Shivam Apartment Madhyamgram,"2 BHK Independent Builder Floor in Madhyamgram, Kolkata",₹23 Lac,903 sqft,2 BHK
"South City
4.0","3 BHK Flat in Prince Anwar Shah Rd, Kolkata",₹2.2 Cr,"1,472 sqft",3 BHK
"South City
3.9","3 BHK Flat in Prince Anwar Shah Rd, Kolkata",₹2.15 Cr,"1,472 sqft",3 BHK
"Andul Road, Howrah","2 BHK Independent Builder Floor in Andul Road, Howrah",₹32 Lac,810 sqft,2 BHK
Sen House,"3 BHK Flat in Naktala, Garia",₹68 Lac,"1,080 sqft",3 BHK
Prudent Prana,"2 BHK Flat in Garia, Kolkata",₹46 Lac,827 sqft,2 BHK
Stand Alone Building,"2 BHK Flat in Dhakuria, Southern Avenue",₹1.05 Cr,"2,000 sqft",2 BHK
160jheel,"2 BHK Flat in Jadavpur, Kolkata",₹45 Lac,830 sqft,2 BHK
Twin tower,"2 BHK Flat in Nager Bazar, Jessore Road",₹34.41 Lac,782 sqft,2 BHK
later,"3 BHK Flat in Chinar Park, Kolkata",₹64 Lac,"1,293 sqft",3 BHK
"Elgin Road, Sarat Bose Road, Kolkata South","6 Bedroom House in Elgin Road, Sarat Bose Road",₹2 Cr,"3,240 sqft",6 BHK
rash mohan bhadra road,"2 BHK Flat in Santoshpur, Kolkata",₹27 Lac,684 sqft,2 BHK
"PS Panache
3.9","3 BHK Flat in Salt Lake, Kolkata",₹1.92 Cr,"1,550 sqft",3 BHK
Avidipta Housing Complex,"2 BHK Flat in Mukundapur, Kolkata",₹55 Lac,700 sqft,2 BHK
Amtala more,"3 BHK Flat in Dum Dum Cantt, South Dumdum",₹51 Lac,"1,220 sqft",3 BHK
"Rajdanga, Kasba, Kolkata South","2 BHK Independent Builder Floor in Rajdanga, Kasba",₹49.99 Lac,935 sqft,2 BHK
Swapno Apartment,"2 BHK Flat in Behala Chowrasta, Kolkata",₹28 Lac,730 sqft,2 BHK
TWIN TOWER,"2 BHK Flat in Nager Bazar, Jessore Road",₹37.66 Lac,856 sqft,2 BHK
Jeevan Shree,"2 BHK Flat in Picnic Garden, EM Bypass",₹50 Lac,820 sqft,2 BHK
Standalone Apartment,"2 BHK Independent Builder Floor in Naktala, Garia",₹36 Lac,850 sqft,2 BHK
Annapurnna Apartment,"2 BHK Flat in Birati, Kolkata",₹26 Lac,859 sqft,2 BHK
Swopnonir 1,"2 BHK Flat in Behala Chowrasta, Kolkata",₹30 Lac,760 sqft,2 BHK
ROYAL CHS,"2 BHK Flat in Action Area 1, Kolkata",₹58 Lac,"1,050 sqft",2 BHK
Philips Housing,"4 Bedroom House in Tollygunge, Kolkata",₹1.3 Cr,"2,100 sqft",4 BHK
Shree Apartments,"3 BHK Flat in Baguiati, Kolkata",₹45 Lac,"1,320 sqft",3 BHK
Prudent Prana,"3 BHK Flat in Garia, Kolkata",₹50 Lac,"1,023 sqft",3 BHK
Wireless more,"2 BHK Flat in Kudghat, Tollygunge",₹42 Lac,780 sqft,2 BHK
Nalta Heights Complex,"2 BHK Flat in Dum Dum, Kolkata",₹37 Lac,928 sqft,2 BHK
Twin tower,"3 BHK Flat in Nager Bazar, Jessore Road",₹51.7 Lac,"1,175 sqft",3 BHK
"Seal Lane, Tangra, Kolkata Central","3 BHK Independent Builder Floor in Seal Lane, Tangra",₹36 Lac,750 sqft,3 BHK
Srishti Eco Star,"3 BHK Flat in New Town, Kolkata",₹72.86 Lac,"1,386 sqft",3 BHK
Deluxe Sankalpa vila,"2 BHK Flat in Sodepur, Kolkata North",₹22 Lac,720 sqft,2 BHK
Deluxe Sankalpa vila,"2 BHK Flat in Sodepur, Kolkata North",₹24 Lac,720 sqft,2 BHK
Philips Parama Abasan,"4 Bedroom House in Behala, Kolkata",₹1.3 Cr,"1,658 sqft",4 BHK
Tridhara Appartment chetla,"3 BHK Flat in Chetla, Kolkata",₹69 Lac,"1,183 sqft",3 BHK
"NBCC Vibgyor Towers
3.7","4 BHK Flat in New Town, Kolkata",₹1.27 Cr,"1,578 sqft",4 BHK
Ganguly 4 Sight 36,"2 BHK Flat in Garia, Kolkata",₹40 Lac,935 sqft,2 BHK
"Eden City Maheshtala
3.9","2 BHK Flat in Maheshtala, Kolkata",₹21.5 Lac,771 sqft,2 BHK
NG Housing,"2 BHK Flat in Airport, Dum Dum",₹47.52 Lac,"1,022 sqft",2 BHK
B Abason,"1 BHK Flat in Dunlop, Kolkata",₹15.2 Lac,475 sqft,1 BHK
Purti Veda,"2 BHK Flat in New Town, Kolkata",₹75 Lac,977 sqft,2 BHK
dwarika hights,"3 BHK Flat in Dum Dum Cantt, South Dumdum",₹47.05 Lac,"1,190 sqft",3 BHK
Residential apartment,"2 BHK Flat in Airport 2 No. Gate, North Dumdum",₹29.17 Lac,884 sqft,2 BHK
Utsarg Utsav Housing Complex,"1 BHK Flat in Ajoy Nagar, Santoshpur",₹23 Lac,345 sqft,1 BHK
On Request,"3 BHK Flat in New Town, Kolkata",₹78 Lac,"1,196 sqft",3 BHK
On Request,"3 BHK Flat in Action Area 2, Kolkata",₹85 Lac,"1,449 sqft",3 BHK
on request,"3 BHK Flat in Narendrapur, Kolkata",₹33.9 Lac,892 sqft,3 BHK
Balaji Heights,"3 BHK Flat in Nager Bazar, Jessore Road",₹55.17 Lac,"1,226 sqft",3 BHK
"Uniworld City
3.8","2 BHK Flat in Action Area 3, Kolkata",₹1.1 Cr,"1,464 sqft",2 BHK
Prachi Apartment,"2 BHK Flat in Behala Chowrasta, Kolkata",₹38 Lac,"1,003 sqft",2 BHK
Dwarika hights,"3 BHK Flat in Dum Dum Cantt, South Dumdum",₹48.51 Lac,"1,228 sqft",3 BHK
Brick City,"3 BHK Flat in Bansdroni, Kolkata",₹74 Lac,"1,225 sqft",3 BHK
Greenfield City,"3 BHK Flat in Behala Chowrasta, Kolkata",₹35.5 Lac,893 sqft,3 BHK
Subhasree apartment,"1 BHK Flat in New Barrakpur, Kolkata",₹12.93 Lac,488 sqft,1 BHK
"The 102
4.0","2 BHK Flat in Joka, Kolkata South",₹49 Lac,890 sqft,2 BHK
"The 102
4.0","2 BHK Flat in Joka, Kolkata South",₹47 Lac,890 sqft,2 BHK
Highland Park,"2 BHK Flat in Patuli, EM Bypass",₹86 Lac,"1,206 sqft",2 BHK
"Godrej Prakriti
4.2","3 BHK Flat in Sodepur, Kolkata North",₹58 Lac,"1,267 sqft",3 BHK
Ipcon Realestate,"2 BHK Flat in Jyangra, Rajarhat",₹36.1 Lac,950 sqft,2 BHK
"Ipcon Realestate, New booking","2 BHK Flat in Baguiati, Kolkata",₹35.7 Lac,851 sqft,2 BHK
Ipcon Realestate,"2 BHK Flat in Jyangra, Rajarhat",₹34.56 Lac,960 sqft,2 BHK
Ipcon Realestate,"2 BHK Flat in Jyangra, Rajarhat",₹33.12 Lac,920 sqft,2 BHK
Ipcon Realestate,"2 BHK Flat in Jyangra, Rajarhat",₹26.5 Lac,757 sqft,2 BHK
On request,"2 BHK Flat in Dum Dum Cantt, South Dumdum",₹42.31 Lac,"1,085 sqft",2 BHK
"Narendrapur, Kolkata, Kolkata South","4 Bedroom House in Narendrapur, Kolkata",₹83 Lac,"1,655 sqft",4 BHK
"Bengal Peerless Avidipta Phase 2
4.1","2 BHK Flat in Mukundapur, Kolkata",₹99 Lac,917 sqft,2 BHK
"Hiland Park
3.6","3 BHK Flat in EM Bypass, Kolkata South",₹99 Lac,"1,264 sqft",3 BHK
On Request,"2 BHK Flat in Kalikapur, Kolkata",₹36 Lac,910 sqft,2 BHK
On Request,"3 BHK Flat in Garia, Kolkata",₹44 Lac,"1,140 sqft",3 BHK
on Request,"2 BHK Flat in Madurdaha, EM Bypass",₹34.5 Lac,900 sqft,2 BHK
"Residental apartment,Airport","3 BHK Flat in Airport, Dum Dum",₹36.57 Lac,"1,060 sqft",3 BHK
Vinayak Apartment,"3 BHK Flat in Sodepur, Kolkata North",₹52 Lac,"1,465 sqft",3 BHK
"The Soul
3.8","3 BHK Flat in Rajarhat, Kolkata",₹1.4 Cr,"1,310 sqft",3 BHK
Ambuja Utsa The Condoville,"2 BHK Flat in New Town, Kolkata",₹1.05 Cr,"1,242 sqft",2 BHK
North Purbachal Road,"3 BHK Flat in Purbachal Kalitala, Kalikapur",₹85 Lac,"1,300 sqft",3 BHK
Sristi Apartment,"2 BHK Flat in Tollygunge, Kolkata",₹29 Lac,672 sqft,2 BHK
Stand Alone Apartment,"2 BHK Flat in South Sinthee, BT Road",₹38 Lac,800 sqft,2 BHK
702 Dipsikha,"2 BHK Flat in Dakshineswar, Kolkata",₹22.75 Lac,702 sqft,2 BHK
mirra apartment,"2 BHK Flat in Basunagar, Madhyamgram",₹24 Lac,750 sqft,2 BHK
USE Kolkata West International City,"4 Bedroom House in Salap, Howrah",₹80 Lac,"2,200 sqft",4 BHK
mihir kunja,"3 BHK Flat in Sodepur, Kolkata North",₹30.38 Lac,"1,085 sqft",3 BHK
Ananta Enclave,"3 BHK Flat in Ananya, Bara Nagar",₹42.5 Lac,"1,008 sqft",3 BHK
NPR Waterside,"3 BHK Flat in Sodepur, Kolkata North",₹36.5 Lac,"1,170 sqft",3 BHK
sonartori,"3 BHK Independent Builder Floor in Patuli, EM Bypass",₹88 Lac,"1,355 sqft",3 BHK
950 Panchabati,"3 BHK Flat in Bidyayatan Sarani, Bara Nagar",₹32 Lac,950 sqft,3 BHK
Uttara Tritiya,"3 BHK Flat in New Town Action Area 2D, Kolkata",₹1.22 Cr,"1,436 sqft",3 BHK
Greenfield City,"2 BHK Flat in Behala Chowrasta, Kolkata",₹28 Lac,774 sqft,2 BHK
Majestic Society,"3 BHK Flat in South Sinthee, BT Road",₹62 Lac,"1,200 sqft",3 BHK
Signum Windmere,"2 BHK Flat in Madhyamgram, Kolkata",₹52 Lac,959 sqft,2 BHK
Megh Apartment,"2 BHK Flat in Bakultala, Kolkata South",₹22 Lac,860 sqft,2 BHK
Neelachal Abasan CHS,"3 BHK Flat in Kasba, Kolkata",₹90 Lac,"1,276 sqft",3 BHK
Neelachal Abasan CHS,"3 BHK Flat in Kasba, Kolkata",₹80.15 Lac,"1,145 sqft",3 BHK
Om Sai Apartment,"3 BHK Flat in Sodepur, Kolkata North",₹26.85 Lac,"1,048 sqft",3 BHK
Reliable Sonar Kella,"2 BHK Flat in Sodepur, Kolkata North",₹22 Lac,810 sqft,2 BHK
Jubilee Apartment,"3 BHK Flat in Bosepukur, Kasba",₹80 Lac,"1,117 sqft",3 BHK
"Shrachi Rosedale Garden
3.7","3 BHK Flat in New Town, Kolkata",₹2.4 Cr,"2,231 sqft",3 BHK
Brick city,"3 BHK Flat in Survey Park, Santoshpur",₹76 Lac,"1,300 sqft",3 BHK
"Merlin Maximus
3.9","4 BHK Flat in Sodepur, Kolkata North",₹86.5 Lac,"1,280 sqft",4 BHK
Urban Sabujayan,"2 BHK Flat in Kalikapur, Kolkata",₹46.35 Lac,927 sqft,2 BHK
800 NK,"2 BHK Flat in Bonhooghly, BT Road",₹27.5 Lac,800 sqft,2 BHK
Tolly Court,"3 BHK Flat in Tollygunge, Kolkata",₹87 Lac,"1,230 sqft",3 BHK
Neelachal Abasan CHS,"2 BHK Flat in Kasba, Kolkata",₹72 Lac,"1,150 sqft",2 BHK
Shivam Apartment Baguihati,"2 BHK Flat in Baguiati, Kolkata",₹27.44 Lac,686 sqft,2 BHK
"residential apartment,Dumdum cant","2 BHK Flat in Dum Dum Cantt, South Dumdum",₹27.95 Lac,860 sqft,2 BHK
MITRA APPARTMENT,"2 BHK Flat in Tollygunge, Kolkata",₹20 Lac,750 sqft,2 BHK
on Request,"2 BHK Flat in Dum Dum Cantt, South Dumdum",₹23.1 Lac,700 sqft,2 BHK
On Request,"3 BHK Flat in New Alipore Block P, Kolkata",₹65 Lac,"1,300 sqft",3 BHK
"Bengal Shapoorji Shukhobristhi
4.3","2 BHK Flat in New Town, Kolkata",₹32.2 Lac,680 sqft,2 BHK
"Bengal Shapoorji Shukhobristhi
4.3","3 BHK Flat in New Town, Kolkata",₹52 Lac,"1,000 sqft",3 BHK
Subham Apartment,"2 BHK Flat in Naktala, Garia",₹23 Lac,630 sqft,2 BHK
"Bengal DCL Sampoorna
3.8","1 BHK Flat in Action Area 2, Kolkata",₹23 Lac,400 sqft,1 BHK
on request,"1 BHK Flat in Kestopur, Kolkata",₹15 Lac,426 sqft,1 BHK
on request,"1 BHK Flat in Kestopur, Kolkata",₹13 Lac,411 sqft,1 BHK
FM Dream Villa,"2 BHK Flat in Tollygunge, Kolkata",₹30 Lac,957 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Mukundapur, Kolkata",₹25 Lac,677 sqft,2 BHK
On Request,"2 BHK Independent Builder Floor in Mukundapur, Kolkata",₹40.75 Lac,849 sqft,2 BHK
on Request,"2 BHK Flat in Baguiati, Kolkata",₹25.36 Lac,634 sqft,2 BHK
Anil Vaban,"2 BHK Flat in Dum Dum Cantt, South Dumdum",₹31 Lac,893 sqft,2 BHK
"Soumendra Plaza NEW BOOKING, Agarpara","2 BHK Flat in Agarpara, Panihati",₹16.6 Lac,650 sqft,2 BHK
Green House,"2 BHK Flat in Park Street, Kolkata",₹65 Lac,500 sqft,2 BHK
nexus residency,"3 BHK Flat in Amarabati, Sodepur",₹38.5 Lac,"1,176 sqft",3 BHK
"PS Panache
3.9","2 BHK Flat in Salt Lake, Kolkata",₹1.15 Cr,"1,032 sqft",2 BHK
Residential Building,"3 BHK Flat in Action Area 1, Kolkata",₹75 Lac,"1,200 sqft",3 BHK
on Request,"3 BHK Flat in Dum Dum Cantt, South Dumdum",₹40.8 Lac,"1,236 sqft",3 BHK
OAS Lake Life Township,"3 BHK Flat in Joka, Kolkata South",₹23 Lac,909 sqft,3 BHK
on request,"2 BHK Flat in Baguihati, VIP Road",₹22.94 Lac,706 sqft,2 BHK
on request,"2 BHK Flat in Baguihati, VIP Road",₹23.92 Lac,736 sqft,2 BHK
on request,"3 BHK Flat in Baguihati, VIP Road",₹30.75 Lac,946 sqft,3 BHK
on request,"3 BHK Flat in Baguihati, VIP Road",₹31.3 Lac,963 sqft,3 BHK
gate-1 dum dum,"2 BHK Flat in Airport, Dum Dum",₹25 Lac,710 sqft,2 BHK
Thakurpukur Cooperative Housing Society Limited,"2 Bedroom House in Prantik, Thakurpukur",₹1.2 Cr,"1,722 sqft",2 BHK
"Bengal Shapoorji Shukhobristhi
4.3","1 BHK Flat in New Town, Kolkata",₹23.5 Lac,480 sqft,1 BHK
"Bengal Shapoorji Shukhobristhi
4.3","1 BHK Flat in New Town, Kolkata",₹22 Lac,480 sqft,1 BHK
Appartment,"2 BHK Flat in Action Area 1, Kolkata",₹38.88 Lac,864 sqft,2 BHK
Loharuka Green Enclave,"3 BHK Flat in Rajarhat, Kolkata",₹63 Lac,"1,199 sqft",3 BHK
Nava panchvati co-op housing society,"3 BHK Flat in Patuli, EM Bypass",₹80 Lac,"1,500 sqft",3 BHK
"On Request, New Booking","2 BHK Flat in New Town, Kolkata",₹32.81 Lac,729 sqft,2 BHK
Appartment,"2 BHK Flat in Action Area 1, Kolkata",₹29.07 Lac,646 sqft,2 BHK
Deluxe Sankalpa Vila,"2 BHK Flat in Sodepur, Kolkata North",₹18.5 Lac,650 sqft,2 BHK
Delux Unique Plus,"2 BHK Flat in Sodepur, Kolkata North",₹18.72 Lac,720 sqft,2 BHK
Jai Hanuman Apartment 2,"2 BHK Flat in Hindmotor, Uttarpara",₹18 Lac,700 sqft,2 BHK
JaI Ganesh Apartment II,"1 BHK Flat in Hindmotor, Uttarpara",₹8.32 Lac,320 sqft,1 BHK
Nirvana,"3 Bedroom House in EM Bypass, Kolkata South",₹1.03 Cr,"1,513 sqft",3 BHK
Space Aurum,"3 BHK Flat in BT Road, Kolkata",₹85 Lac,"1,470 sqft",3 BHK
On request,"2 BHK Flat in Lake Town, Kolkata",₹31.91 Lac,709 sqft,2 BHK
on request,"2 BHK Flat in Lake Town, Kolkata",₹31.23 Lac,694 sqft,2 BHK
on request,"2 BHK Flat in Lake Town, Kolkata",₹40.5 Lac,900 sqft,2 BHK
"Shivam Uttara, Uttarpara","2 BHK Flat in Uttarpara, Hooghly",₹13.2 Lac,480 sqft,2 BHK
Tara Ma Enterprises,"1 BHK Flat in Action Area 1, Kolkata",₹32 Lac,442 sqft,1 BHK
Bengal Ambuja Upohar,"2 BHK Flat in New Garia, Kolkata",₹52 Lac,836 sqft,2 BHK
Nilamber Appartment Usha park,"3 BHK Flat in Usha Park, Bansdroni",₹36 Lac,950 sqft,3 BHK
Aparajita Apartment,"3 BHK Flat in Khardah, BT Road",₹25 Lac,"1,100 sqft",3 BHK
